* Pacific Surfliner
* +---------------- Station Code
* |    +----------- Schedule Arrival Day  
* |    |  +-------- Schedule Arrival Time
* |    |  |     +----- Schedule Departure Day
* |    |  |     |  +-- Schedule Departure Time 
* |    |  |     |  |     +------------- Actual Arrival Time
* |    |  |     |  |     |     +------- Actual Departure Time
* |    |  |     |  |     |     |     +- Comments
* V    V  V     V  V     V     V     V
* SAN  *  *     1  643P  *     643P  Departed:  On time.
* OLT  *  *     1  650P  *     650P  Departed:  On time.
* SOL  *  *     1  723P  *     725P  Departed:  2 minutes late.
* OSD  *  *     1  743P  *     746P  Departed:  3 minutes late.
* SNC  *  *     1  816P  *     818P  Departed:  2 minutes late.
* IRV  *  *     1  831P  *     832P  Departed:  1 minute late.
* SNA  *  *     1  842P  *     843P  Departed:  1 minute late.
* ANA  *  *     1  851P  *     851P  Departed:  On time.
* FUL  *  *     1  900P  *     900P  Departed:  On time.
* LAX  1  935P  *  *     930P  *     Arrived:  5 minutes early.
