* Pacific Surfliner
* +---------------- Station Code
* |    +----------- Schedule Arrival Day  
* |    |  +-------- Schedule Arrival Time
* |    |  |     +----- Schedule Departure Day
* |    |  |     |  +-- Schedule Departure Time 
* |    |  |     |  |     +------------- Actual Arrival Time
* |    |  |     |  |     |     +------- Actual Departure Time
* |    |  |     |  |     |     |     +- Comments
* V    V  V     V  V     V     V     V
* SAN  *  *     1  643P  *     643P  Departed:  On time.
* OLT  *  *     1  650P  *     653P  Departed:  3 minutes late.
* SOL  *  *     1  723P  *     728P  Departed:  5 minutes late.
* OSD  *  *     1  743P  *     751P  Departed:  8 minutes late.
* SNC  *  *     1  816P  *     822P  Departed:  6 minutes late.
* IRV  *  *     1  831P  *     837P  Departed:  6 minutes late.
* SNA  *  *     1  842P  *     852P  Departed:  10 minutes late.
* ANA  *  *     1  851P  *     902P  Departed:  11 minutes late.
* FUL  *  *     1  900P  *     911P  Departed:  11 minutes late.
* LAX  1  935P  *  *     940P  *     Arrived:  5 minutes late.
