* Missouri River Runner
* +---------------- Station Code
* |    +----------- Schedule Arrival Day  
* |    |  +-------- Schedule Arrival Time
* |    |  |     +----- Schedule Departure Day
* |    |  |     |  +-- Schedule Departure Time 
* |    |  |     |  |     +------------- Actual Arrival Time
* |    |  |     |  |     |     +------- Actual Departure Time
* |    |  |     |  |     |     |     +- Comments
* V    V  V     V  V     V     V     V
* STL  *  *     1  400P  *     405P  Departed:  5 minutes late.
* KWD  *  *     1  429P  *     435P  Departed:  6 minutes late.
* WAH  *  *     1  506P  *     512P  Departed:  6 minutes late.
* HEM  *  *     1  534P  *     541P  Departed:  7 minutes late.
* JEF  *  *     1  622P  *     628P  Departed:  6 minutes late.
* SED  *  *     1  739P  *     739P  Departed:  On time.
* WAR  *  *     1  809P  *     809P  Departed:  On time.
* LEE  *  *     1  850P  *     850P  Departed:  On time.
* IDP  *  *     1  906P  *     906P  Departed:  On time.
* KCY  1  940P  *  *     925P  *     Arrived:  15 minutes early.
