* Pacific Surfliner
* +---------------- Station Code
* |    +----------- Schedule Arrival Day  
* |    |  +-------- Schedule Arrival Time
* |    |  |     +----- Schedule Departure Day
* |    |  |     |  +-- Schedule Departure Time 
* |    |  |     |  |     +------------- Actual Arrival Time
* |    |  |     |  |     |     +------- Actual Departure Time
* |    |  |     |  |     |     |     +- Comments
* V    V  V     V  V     V     V     V
* SAN  *  *     1  130P  *     130P  Departed:  On time.
* OLT  *  *     1  137P  *     137P  Departed:  On time.
* SOL  *  *     1  211P  *     216P  Departed:  5 minutes late.
* OSD  *  *     1  229P  *     240P  Departed:  11 minutes late.
* SNC  *  *     1  301P  *     313P  Departed:  12 minutes late.
* IRV  *  *     1  316P  *     328P  Departed:  12 minutes late.
* SNA  *  *     1  327P  *     339P  Departed:  12 minutes late.
* ANA  *  *     1  336P  *     347P  Departed:  11 minutes late.
* FUL  *  *     1  345P  *     357P  Departed:  12 minutes late.
* LAX  1  429P  *  *     425P  *     Arrived:  4 minutes early.
