* Lincoln Service
* +---------------- Station Code
* |    +----------- Schedule Arrival Day  
* |    |  +-------- Schedule Arrival Time
* |    |  |     +----- Schedule Departure Day
* |    |  |     |  +-- Schedule Departure Time 
* |    |  |     |  |     +------------- Actual Arrival Time
* |    |  |     |  |     |     +------- Actual Departure Time
* |    |  |     |  |     |     |     +- Comments
* V    V  V     V  V     V     V     V
* STL  *  *     1  300P  *     300P  Departed:  On time.
* ALN  *  *     1  347P  *     434P  Departed:  47 minutes late.
* CRV  *  *     1  414P  *     502P  Departed:  48 minutes late.
* SPI  *  *     1  456P  *     558P  Departed:  1 hour, 2 minutes late.
* LCN  *  *     1  524P  *     627P  Departed:  1 hour, 3 minutes late.
* BNL  *  *     1  556P  *     658P  Departed:  1 hour, 2 minutes late.
* PON  *  *     1  623P  *     735P  Departed:  1 hour, 12 minutes late.
* DWT  *  *     1  641P  *     750P  Departed:  1 hour, 9 minutes late.
* JOL  *  *     1  726P  *     825P  Departed:  59 minutes late.
* SMT  *  *     1  751P  *     855P  Departed:  1 hour, 4 minutes late.
* CHI  1  840P  *  *     921P  *     Arrived:  41 minutes late.
